45674635.0	12108.0
45699982.0	11947.0
45817829.0	11766.0
45892422.0	11555.0
45971188.0	11341.0
46060038.0	11231.0
46149896.0	11210.0
46185883.0	11332.0
46217407.0	11356.0
46333798.0	11289.0
46416681.0	11280.0
46510430.0	11271.0
46584077.0	11296.0
46707076.0	11264.0
46776352.0	11534.0
46809945.0	11600.0
46943535.0	11664.0
47040450.0	11792.0
47146260.0	11823.0
47270130.0	11785.0
47383952.0	11973.0
47430146.0	12296.0
47468897.0	12329.0
47614275.0	12448.0
47715341.0	12471.0
47821876.0	12654.0
47894599.0	12849.0
47976346.0	13105.0
48028146.0	13379.0
48084683.0	13545.0
48178162.0	13671.0
48298852.0	13772.0
48431927.0	13888.0
48575796.0	13942.0
48727363.0	14149.0
48794715.0	14455.0
48850029.0	14771.0
49034072.0	14901.0
49159620.0	14992.0
49289328.0	15236.0
49426759.0	15326.0
49562332.0	15595.0
49626299.0	15914.0
49684408.0	15993.0
49870091.0	15896.0
49995533.0	15909.0
50142010.0	15941.0
50304678.0	15906.0
50461441.0	15983.0
50549025.0	16210.0
50651238.0	16148.0
50917397.0	16251.0
51120715.0	16187.0
51358598.0	16240.0
51637410.0	16356.0
51878860.0	16590.0
51994684.0	17075.0
52205968.0	17274.0
52670463.0	17830.0
53059977.0	18158.0
53534286.0	18382.0
54118933.0	18863.0
54590898.0	19606.0
54893855.0	20341.0
55284713.0	21040.0
56187104.0	21529.0
56919618.0	22134.0
57622408.0	22862.0
58420844.0	23139.0
59273795.0	23789.0
59722538.0	24487.0
60209079.0	25081.0
61474599.0	25328.0
62278138.0	25558.0
63134018.0	25734.0
64026321.0	25802.0
64924728.0	25867.0
65390685.0	26077.0
65809422.0	26372.0
66777887.0	26458.0
67634180.0	26283.0
68414646.0	26023.0
69191136.0	25679.0
69967616.0	25528.0
70296180.0	25562.0
70611127.0	25311.0
71622275.0	25073.0
72115507.0	24470.0
72660732.0	24021.0
73233552.0	23432.0
73756878.0	23196.0
73979050.0	22909.0
74137264.0	22670.0
74713785.0	21913.0
75010243.0	21330.0
75313648.0	20576.0
75663698.0	19642.0
75945588.0	19280.0
76050350.0	18979.0
76146928.0	18351.0
76452286.0	17716.0
76650207.0	17044.0
76846601.0	16121.0
77012391.0	15437.0
77167700.0	14886.0
77235588.0	14391.0
77283492.0	13814.0
77457785.0	13145.0
77565865.0	12545.0
77671579.0	11927.0
77772054.0	11237.0
77875856.0	10777.0
77916653.0	10453.0
77947827.0	10174.0
77996240.0	9622.0
78111262.0	9113.0
78184924.0	8605.0
78259986.0	7998.0
78334128.0	7595.0
78359790.0	7358.0
78377959.0	7148.0
