9130159.0	12131.0
9222942.0	12594.0
9364524.0	12909.0
9451712.0	13002.0
9550211.0	13228.0
9664086.0	13357.0
9786916.0	13479.0
9920253.0	14008.0
10050063.0	14409.0
10161711.0	14835.0
10286198.0	15115.0
10432149.0	15594.0
10585809.0	15867.0
10748109.0	16238.0
10925098.0	16808.0
11089337.0	17538.0
11226901.0	18088.0
11380275.0	18331.0
11547627.0	18742.0
11718531.0	18916.0
11907212.0	19091.0
12100581.0	19658.0
12274442.0	20176.0
12424225.0	20572.0
12584636.0	20831.0
12759819.0	21025.0
12953919.0	21327.0
13098948.0	21483.0
13262982.0	21919.0
13407557.0	22500.0
13548629.0	22868.0
13700534.0	22962.0
13893252.0	23043.0
14103326.0	23123.0
14320108.0	23172.0
14543914.0	23435.0
14749489.0	23892.0
14926398.0	24197.0
15109489.0	24612.0
15336471.0	24636.0
15557722.0	24747.0
15766557.0	24634.0
16012396.0	25074.0
16229549.0	25560.0
16410824.0	25812.0
16609028.0	25972.0
16807678.0	25894.0
17047944.0	25950.0
17294449.0	25801.0
17530324.0	26057.0
17732613.0	26431.0
17919042.0	26730.0
18102595.0	26928.0
18300354.0	26714.0
18526554.0	26559.0
18729104.0	26734.0
18890446.0	27063.0
19037565.0	27519.0
19191907.0	27782.0
19368681.0	27697.0
19577585.0	27748.0
19813403.0	27471.0
20042895.0	27614.0
20271441.0	28006.0
20496759.0	28266.0
20702217.0	28528.0
20876531.0	28608.0
21118972.0	28491.0
21376722.0	28365.0
21646487.0	28187.0
21938592.0	28370.0
22194886.0	28739.0
22419370.0	28891.0
22623492.0	28727.0
22841268.0	28527.0
23067646.0	28422.0
23291229.0	28120.0
23528547.0	27891.0
23738058.0	27831.0
23924641.0	27584.0
24078846.0	26998.0
24229079.0	26517.0
24417345.0	26006.0
24604989.0	25364.0
24794408.0	25121.0
24959920.0	25003.0
25101474.0	24897.0
25237065.0	24353.0
25383008.0	23786.0
25541973.0	23121.0
25698795.0	22708.0
25863033.0	22503.0
26001856.0	22230.0
26113794.0	21767.0
26242837.0	21403.0
26364167.0	20872.0
26472836.0	20354.0
26595456.0	19863.0
26720283.0	19377.0
26830463.0	19328.0
26923394.0	18929.0
27004120.0	18313.0
27095537.0	17714.0
27193876.0	17334.0
27293424.0	16865.0
27390855.0	16350.0
27476076.0	16227.0
27543489.0	15921.0
27601555.0	15579.0
27658426.0	15024.0
27722196.0	14492.0
27790764.0	14109.0
27864340.0	13724.0
27929850.0	13671.0
27986478.0	13354.0
28042299.0	12891.0
28112461.0	12464.0
28184819.0	12165.0
28256817.0	11716.0
28330091.0	11552.0
28398389.0	11362.0
